Wikidata ID,Wikidata Label,Chicago,Mathlib,nLab,Context,PlanetMath
[Q929536](https://www.wikidata.org/wiki/Q929536),Subring criteria,[unital subring](https://mathgloss.github.io/MathGloss/chicago/unital_subring),[subrings](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/Algebra/Ring/Subring/Defs.html#Subring),[subring](https://ncatlab.org/nlab/show/subring),,[subring](http://planetmath.org/subring)
[Q40754](https://www.wikidata.org/wiki/Q40754),Subtraction,,,[subtraction](https://ncatlab.org/nlab/show/subtraction),,[subtraction](http://planetmath.org/subtraction)
[Q218005](https://www.wikidata.org/wiki/Q218005),Summation,,,[sum](https://ncatlab.org/nlab/show/sum),,[summation](http://planetmath.org/summation)
[Q906520](https://www.wikidata.org/wiki/Q906520),Summation method,,,[divergent series](https://ncatlab.org/nlab/show/divergent%20series),,[Abel summability](http://planetmath.org/abelsummability)
[Q207326](https://www.wikidata.org/wiki/Q207326),Summit,,,,[summit](https://mathgloss.github.io/MathGloss/context/summit),
[Q3977654](https://www.wikidata.org/wiki/Q3977654),Superalgebra,,,[super ring](https://ncatlab.org/nlab/show/super%20ring),,[superalgebra](http://planetmath.org/superalgebra)
[Q3611545](https://www.wikidata.org/wiki/Q3611545),Supercommutative algebra,,,[supercommutative ring](https://ncatlab.org/nlab/show/supercommutative%20ring),,[supercommutative](http://planetmath.org/supercommutative)
[Q193442](https://www.wikidata.org/wiki/Q193442),Supersymmetry,,,[supersymmetry](https://ncatlab.org/nlab/show/supersymmetry),,[supersymmetry](http://planetmath.org/supersymmetry)
[Q1136376](https://www.wikidata.org/wiki/Q1136376),Support (mathematics),[support](https://mathgloss.github.io/MathGloss/chicago/support),,[support of a function](https://ncatlab.org/nlab/show/support%20of%20a%20function),,[support of function](http://planetmath.org/supportoffunction)
[Q3505239](https://www.wikidata.org/wiki/Q3505239),Surface (mathematics),,,[surface](https://ncatlab.org/nlab/show/surface),,[surface](http://planetmath.org/surface)
[Q484298](https://www.wikidata.org/wiki/Q484298),Surface (topology),[surface](https://mathgloss.github.io/MathGloss/chicago/surface),,,,
[Q229102](https://www.wikidata.org/wiki/Q229102),Surjective function,[surjective](https://mathgloss.github.io/MathGloss/chicago/surjective),,[surjection](https://ncatlab.org/nlab/show/surjection),,[surjective](http://planetmath.org/surjective)
[Q875333](https://www.wikidata.org/wiki/Q875333),SurrealNumbers,,,[surreal number](https://ncatlab.org/nlab/show/surreal%20number),,[surreal number](http://planetmath.org/surrealnumber)
[Q1307987](https://www.wikidata.org/wiki/Q1307987),Suspension (topology),[suspension](https://mathgloss.github.io/MathGloss/chicago/suspension),,[suspension](https://ncatlab.org/nlab/show/suspension),[reduced suspension](https://mathgloss.github.io/MathGloss/context/reduced_suspension),[suspension](http://planetmath.org/suspension)
[Q1052674](https://www.wikidata.org/wiki/Q1052674),Symmetric algebra,,,[symmetric algebra](https://ncatlab.org/nlab/show/symmetric%20algebra),,[symmetric algebra](http://planetmath.org/symmetricalgebra)
[Q2100018](https://www.wikidata.org/wiki/Q2100018),Symmetric bilinear form,,[symmetric bilinear forms](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/LinearAlgebra/BilinearForm/Properties.html#LinearMap.BilinForm.IsSymm),,,[symmetric bilinear form](http://planetmath.org/symmetricbilinearform)
[Q3773126](https://www.wikidata.org/wiki/Q3773126),Symmetric derivative,[symmetric derivative](https://mathgloss.github.io/MathGloss/chicago/symmetric_derivative),,,,
[Q1147242](https://www.wikidata.org/wiki/Q1147242),Symmetric difference,[symmetric difference](https://mathgloss.github.io/MathGloss/chicago/symmetric_difference),,[symmetric difference](https://ncatlab.org/nlab/show/symmetric%20difference),,[symmetric difference](http://planetmath.org/symmetricdifference)
[Q849512](https://www.wikidata.org/wiki/Q849512),Symmetric group,[symmetric group](https://mathgloss.github.io/MathGloss/chicago/symmetric_group),,[symmetric group](https://ncatlab.org/nlab/show/symmetric%20group),,[symmetric group](http://planetmath.org/symmetricgroup1)
[Q339011](https://www.wikidata.org/wiki/Q339011),Symmetric matrix,,,[symmetric matrix](https://ncatlab.org/nlab/show/symmetric%20matrix),,[symmetric matrix](http://planetmath.org/symmetricmatrix)
[Q17103860](https://www.wikidata.org/wiki/Q17103860),Symmetric monoidal category,,,[symmetric monoidal closed category](https://ncatlab.org/nlab/show/symmetric%20monoidal%20closed%20category),[symmetric monoidal category](https://mathgloss.github.io/MathGloss/context/symmetric_monoidal_category),[symmetric monoidal category](http://planetmath.org/symmetricmonoidalcategory)
[Q930499](https://www.wikidata.org/wiki/Q930499),Symmetric polynomial,,[symmetric polynomials](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/RingTheory/MvPolynomial/Symmetric/Defs.html#MvPolynomial.IsSymmetric),,,[symmetric polynomial](http://planetmath.org/symmetricpolynomial)
[Q55643402](https://www.wikidata.org/wiki/Q55643402),Symmetric power,[symmetric power of group representations](https://mathgloss.github.io/MathGloss/chicago/symmetric_power_of_group_representations),,,,[symmetric power](http://planetmath.org/symmetricpower)
[Q621461](https://www.wikidata.org/wiki/Q621461),Symmetric relation,[symmetric](https://mathgloss.github.io/MathGloss/chicago/symmetric),,[symmetric relation](https://ncatlab.org/nlab/show/symmetric%20relation),,[symmetric relation](http://planetmath.org/symmetricrelation)
[Q16966154](https://www.wikidata.org/wiki/Q16966154),Symmetric set,,,[symmetric set](https://ncatlab.org/nlab/show/symmetric%20set),,[symmetric set](http://planetmath.org/symmetricset)
[Q2431134](https://www.wikidata.org/wiki/Q2431134),Symmetry in mathematics,,,[symmetry](https://ncatlab.org/nlab/show/symmetry),,[symmetry](http://planetmath.org/symmetry)
[Q936434](https://www.wikidata.org/wiki/Q936434),Symplectic group,[real symplectic group](https://mathgloss.github.io/MathGloss/chicago/real_symplectic_group),,[symplectic Lie algebra](https://ncatlab.org/nlab/show/symplectic%20Lie%20algebra),,
[Q1064500](https://www.wikidata.org/wiki/Q1064500),Symplectic manifold,,,[symplectic manifold](https://ncatlab.org/nlab/show/symplectic%20manifold),,[symplectic manifold](http://planetmath.org/symplecticmanifold)
[Q7661853](https://www.wikidata.org/wiki/Q7661853),Symplectic vector field,,,[symplectic vector field](https://ncatlab.org/nlab/show/symplectic%20vector%20field),,[symplectic vector field](http://planetmath.org/symplecticvectorfield)
[Q766774](https://www.wikidata.org/wiki/Q766774),Symplectic vector space,,,[symplectic vector space](https://ncatlab.org/nlab/show/symplectic%20vector%20space),,[symplectic vector space](http://planetmath.org/symplecticvectorspace)
[Q131251](https://www.wikidata.org/wiki/Q131251),Tangent,,,[tangent](https://ncatlab.org/nlab/show/tangent),,[tangent line](http://planetmath.org/tangentline)
[Q746550](https://www.wikidata.org/wiki/Q746550),Tangent bundle,,,[tangent bundle](https://ncatlab.org/nlab/show/tangent%20bundle),,[tangent bundle](http://planetmath.org/tangentbundle)
[Q909601](https://www.wikidata.org/wiki/Q909601),Tangent space,[tangent space](https://mathgloss.github.io/MathGloss/chicago/tangent_space),,,,[tangent space](http://planetmath.org/tangentspace)
[Q7683003](https://www.wikidata.org/wiki/Q7683003),Tangle diagram,,,[tangle](https://ncatlab.org/nlab/show/tangle),,[tangle](http://planetmath.org/tangle)
[Q7686763](https://www.wikidata.org/wiki/Q7686763),Tarski monster group,,,[Tarski group](https://ncatlab.org/nlab/show/Tarski%20group),,[Tarski group](http://planetmath.org/tarskigroup)
[Q131187](https://www.wikidata.org/wiki/Q131187),Taylor series,,,[Taylor series](https://ncatlab.org/nlab/show/Taylor%20series),,[Taylor series](http://planetmath.org/taylorseries)
[Q2400539](https://www.wikidata.org/wiki/Q2400539),Teichmüller space,,,[Teichmüller theory](https://ncatlab.org/nlab/show/Teichm%C3%BCller%20theory),,[Teichmüller space](http://planetmath.org/teichmullerspace)
[Q2296021](https://www.wikidata.org/wiki/Q2296021),Tensor algebra,,,[tensor ring](https://ncatlab.org/nlab/show/tensor%20ring),,[tensor algebra](http://planetmath.org/tensoralgebra)
[Q1163016](https://www.wikidata.org/wiki/Q1163016),Tensor product,[tensor product of vector spaces](https://mathgloss.github.io/MathGloss/chicago/tensor_product_of_vector_spaces),,[tensor product of vector spaces](https://ncatlab.org/nlab/show/tensor%20product%20of%20vector%20spaces),[tensor product](https://mathgloss.github.io/MathGloss/context/tensor_product),[tensor product (vector spaces)](http://planetmath.org/tensorproductvectorspaces)
[Q48995828](https://www.wikidata.org/wiki/Q48995828),Tensor product of representations,[tensor product of group representations](https://mathgloss.github.io/MathGloss/chicago/tensor_product_of_group_representations),,[tensor product of representations](https://ncatlab.org/nlab/show/tensor%20product%20of%20representations),,
[Q188524](https://www.wikidata.org/wiki/Q188524),Tensors,,,[tensor](https://ncatlab.org/nlab/show/tensor),[tensors](https://mathgloss.github.io/MathGloss/context/tensors),[tensor transformations](http://planetmath.org/tensortransformations)
[Q529752](https://www.wikidata.org/wiki/Q529752),Terminal object,,,[zero object](https://ncatlab.org/nlab/show/zero%20object),[local](https://mathgloss.github.io/MathGloss/context/local),
[Q3756532](https://www.wikidata.org/wiki/Q3756532),Ternary relation,,,[ternary relation](https://ncatlab.org/nlab/show/ternary%20relation),,[triadic relation](http://planetmath.org/triadicrelation)
[Q160003](https://www.wikidata.org/wiki/Q160003),Tetrahedron,,,[tetrahedron](https://ncatlab.org/nlab/show/tetrahedron),,[tetrahedron](http://planetmath.org/tetrahedron)
[Q11538](https://www.wikidata.org/wiki/Q11538),TheoremProving,,,[proof](https://ncatlab.org/nlab/show/proof),,[proof](http://planetmath.org/proof)
[Q2421733](https://www.wikidata.org/wiki/Q2421733),Thom space,,,[Thom spectrum](https://ncatlab.org/nlab/show/Thom%20spectrum),,[Thom space](http://planetmath.org/thomspace)
[Q7818977](https://www.wikidata.org/wiki/Q7818977),Tomita–Takesaki theory,,,[modular theory](https://ncatlab.org/nlab/show/modular%20theory),,[modular theory](http://planetmath.org/modulartheory)
[Q810214](https://www.wikidata.org/wiki/Q810214),Topological base,,[bases](https://leanprover-community.github.io//mathlib4_docs/./Mathlib/LinearAlgebra/Basis/Defs.html#Basis),[topological base](https://ncatlab.org/nlab/show/topological%20base),,[basis (topology)](http://planetmath.org/basistopology)
[Q7825035](https://www.wikidata.org/wiki/Q7825035),Topological game,[topological game](https://mathgloss.github.io/MathGloss/chicago/topological_game),,,,
[Q1046291](https://www.wikidata.org/wiki/Q1046291),Topological group,[topological group](https://mathgloss.github.io/MathGloss/chicago/topological_group),,[topological group](https://ncatlab.org/nlab/show/topological%20group),,[topological group](http://planetmath.org/topologicalgroup)
[Q862761](https://www.wikidata.org/wiki/Q862761),Topological interior,[interior](https://mathgloss.github.io/MathGloss/chicago/interior),,[interior point](https://ncatlab.org/nlab/show/interior%20point),[interior](https://mathgloss.github.io/MathGloss/context/interior),[interior](http://planetmath.org/interior)
[Q625948](https://www.wikidata.org/wiki/Q625948),Topological invariant,,,[topological property](https://ncatlab.org/nlab/show/topological%20property),,[topological invariant](http://planetmath.org/topologicalinvariant)
[Q2721559](https://www.wikidata.org/wiki/Q2721559),Topological manifold,,,[topological manifold](https://ncatlab.org/nlab/show/topological%20manifold),,[topological manifold](http://planetmath.org/topologicalmanifold)
[Q25098802](https://www.wikidata.org/wiki/Q25098802),Topological monoid,,,[topological monoid](https://ncatlab.org/nlab/show/topological%20monoid),[topological monoid](https://mathgloss.github.io/MathGloss/context/topological_monoid),
[Q2478475](https://www.wikidata.org/wiki/Q2478475),Topological neighbourhood,[neighborhood](https://mathgloss.github.io/MathGloss/chicago/neighborhood),,[punctured neighborhood](https://ncatlab.org/nlab/show/punctured%20neighborhood),,[neighborhood](http://planetmath.org/neighborhood)
[Q922339](https://www.wikidata.org/wiki/Q922339),Topological ring,[topological ring](https://mathgloss.github.io/MathGloss/chicago/topological_ring),,[topological ring](https://ncatlab.org/nlab/show/topological%20ring),,[topological ring](http://planetmath.org/topologicalring)
[Q179899](https://www.wikidata.org/wiki/Q179899),Topological space,[topological space](https://mathgloss.github.io/MathGloss/chicago/topological_space),,[topological space](https://ncatlab.org/nlab/show/topological%20space),,[topological space](http://planetmath.org/topologicalspace)
[Q660730](https://www.wikidata.org/wiki/Q660730),Topological subspace,[subspace topology](https://mathgloss.github.io/MathGloss/chicago/subspace_topology),,[subspace topology](https://ncatlab.org/nlab/show/subspace%20topology),,[subspace topology](http://planetmath.org/subspacetopology)
[Q1455249](https://www.wikidata.org/wiki/Q1455249),Topological vector space,,,[topological vector space](https://ncatlab.org/nlab/show/topological%20vector%20space),,[topological vector space](http://planetmath.org/topologicalvectorspace)
[Q5156532](https://www.wikidata.org/wiki/Q5156532),Topologically complete,,,[topologically complete space](https://ncatlab.org/nlab/show/topologically%20complete%20space),,[completely metrizable](http://planetmath.org/completelymetrizable)
[Q355152](https://www.wikidata.org/wiki/Q355152),Torsion,,,[torsion](https://ncatlab.org/nlab/show/torsion),,[torsion](http://planetmath.org/torsion)
[Q1551033](https://www.wikidata.org/wiki/Q1551033),Torsion group,,,[torsion group](https://ncatlab.org/nlab/show/torsion%20group),,[periodic group](http://planetmath.org/periodicgroup)
[Q382874](https://www.wikidata.org/wiki/Q382874),Torsion module,,,[torsion module](https://ncatlab.org/nlab/show/torsion%20module),,[torsion element](http://planetmath.org/torsionelement)
[Q1892644](https://www.wikidata.org/wiki/Q1892644),Torsion of a curve,,,[torsion of a curve](https://ncatlab.org/nlab/show/torsion%20of%20a%20curve),,[torsion (space curve)](http://planetmath.org/torsionspacecurve)
[Q2293759](https://www.wikidata.org/wiki/Q2293759),Torsion subgroup,[torsion subgroup](https://mathgloss.github.io/MathGloss/chicago/torsion_subgroup),,[torsion subgroup](https://ncatlab.org/nlab/show/torsion%20subgroup),[torsion subgroup](https://mathgloss.github.io/MathGloss/context/torsion_subgroup),
[Q7827200](https://www.wikidata.org/wiki/Q7827200),Torsion-free module,[torsion free module](https://mathgloss.github.io/MathGloss/chicago/torsion_free_module),,[torsion-free module](https://ncatlab.org/nlab/show/torsion-free%20module),,
[Q12510](https://www.wikidata.org/wiki/Q12510),Torus,,,[torus](https://ncatlab.org/nlab/show/torus),,[torus](http://planetmath.org/torus)
[Q1473607](https://www.wikidata.org/wiki/Q1473607),Total degree,[degree of polynomial](https://mathgloss.github.io/MathGloss/chicago/degree_of_polynomial),,[degree of a polynomial](https://ncatlab.org/nlab/show/degree%20of%20a%20polynomial),,
[Q636889](https://www.wikidata.org/wiki/Q636889),Total derivative,[differentiable](https://mathgloss.github.io/MathGloss/chicago/differentiable),,[total derivative](https://ncatlab.org/nlab/show/total%20derivative),[total derivative](https://mathgloss.github.io/MathGloss/context/total_derivative),
[Q1148456](https://www.wikidata.org/wiki/Q1148456),Total recursive function,,,[computable function](https://ncatlab.org/nlab/show/computable%20function),,[Turing computable](http://planetmath.org/turingcomputable)
[Q1936288](https://www.wikidata.org/wiki/Q1936288),Total variation,[total variation](https://mathgloss.github.io/MathGloss/chicago/total_variation),,,,[total variation](http://planetmath.org/totalvariation)
